building	culture	subculture	faction	battlefield_building	artpiece	artpiece_animated	description	icon	disables	short_description	flavour	display_tooltip
att_bld_eos_religion_semitic_minor_faction_2			att_fact_himyar		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_eos_religion_semitic_minor_2	false	att_bld_eos_religion_semitic_minor_faction_2	att_bld_eos_religion_semitic_minor_faction_2	true
att_bld_eos_religion_semitic_minor_faction_3			att_fact_axum		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_eos_religion_semitic_minor_3	false	att_bld_eos_religion_semitic_minor_faction_3	att_bld_eos_religion_semitic_minor_faction_3	true
att_bld_eos_religion_semitic_minor_faction_3			att_fact_himyar		campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_eos_religion_semitic_minor_3	false	att_bld_eos_religion_semitic_minor_faction_3	att_bld_eos_religion_semitic_minor_faction_3	true
att_bld_nomad_artisan_1					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_artisan_1	false	att_bld_nomad_artisan_1	att_bld_nomad_artisan_1	true
att_bld_nomad_artisan_carpenter_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_artisan_carpenter_2	false	att_bld_nomad_artisan_carpenter_2	att_bld_nomad_artisan_carpenter_2	true
att_bld_nomad_artisan_carpenter_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_artisan_carpenter_3	false	att_bld_nomad_artisan_carpenter_3	att_bld_nomad_artisan_carpenter_3	true
att_bld_nomad_artisan_carpenter_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_artisan_carpenter_4	false	att_bld_nomad_artisan_carpenter_4	att_bld_nomad_artisan_carpenter_4	true
att_bld_nomad_artisan_forge_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_artisan_forge_2	false	att_bld_nomad_artisan_forge_2	att_bld_nomad_artisan_forge_2	true
att_bld_nomad_artisan_forge_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_artisan_forge_3	false	att_bld_nomad_artisan_forge_3	att_bld_nomad_artisan_forge_3	true
att_bld_nomad_artisan_forge_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_artisan_forge_4	false	att_bld_nomad_artisan_forge_4	att_bld_nomad_artisan_forge_4	true
att_bld_nomad_artisan_wagonmaker_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_artisan_wagonmaker_2	false	att_bld_nomad_artisan_wagonmaker_4	att_bld_nomad_artisan_wagonmaker_2	true
att_bld_nomad_artisan_wagonmaker_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_artisan_wagonmaker_3	false	att_bld_nomad_artisan_wagonmaker_2	att_bld_nomad_artisan_wagonmaker_3	true
att_bld_nomad_artisan_wagonmaker_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_artisan_wagonmaker_4	false	att_bld_nomad_artisan_wagonmaker_3	att_bld_nomad_artisan_wagonmaker_4	true
att_bld_nomad_artisan_weaver_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_artisan_weaver_2	false	att_bld_nomad_artisan_weaver_2	att_bld_nomad_artisan_weaver_2	true
att_bld_nomad_artisan_weaver_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_artisan_weaver_3	false	att_bld_nomad_artisan_weaver_3	att_bld_nomad_artisan_weaver_3	true
att_bld_nomad_artisan_weaver_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_artisan_weaver_4	false	att_bld_nomad_artisan_weaver_4	att_bld_nomad_artisan_weaver_4	true
att_bld_nomad_artisan_yurthmaker_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_artisan_yurthmaker_2	false	att_bld_nomad_artisan_yurthmaker_2	att_bld_nomad_artisan_yurthmaker_2	true
att_bld_nomad_artisan_yurthmaker_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_artisan_yurthmaker_3	false	att_bld_nomad_artisan_yurthmaker_3	att_bld_nomad_artisan_yurthmaker_3	true
att_bld_nomad_artisan_yurthmaker_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_artisan_yurthmaker_4	false	att_bld_nomad_artisan_yurthmaker_4	att_bld_nomad_artisan_yurthmaker_4	true
att_bld_nomad_city_0					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_city_0	false	att_bld_nomad_city_0	att_bld_nomad_city_0	true
att_bld_nomad_city_1					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_city_1	false	att_bld_nomad_city_1	att_bld_nomad_city_1	true
att_bld_nomad_city_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_city_2	false	att_bld_nomad_city_2	att_bld_nomad_city_2	true
att_bld_nomad_city_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_city_3	false	att_bld_nomad_city_3	att_bld_nomad_city_3	true
att_bld_nomad_community_1					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_community_1	false	att_bld_nomad_community_1	att_bld_nomad_community_1	true
att_bld_nomad_community_cooking_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_community_cooking_2	false	att_bld_nomad_community_cooking_2	att_bld_nomad_community_cooking_2	true
att_bld_nomad_community_cooking_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_community_cooking_3	false	att_bld_nomad_community_cooking_3	att_bld_nomad_community_cooking_3	true
att_bld_nomad_community_cooking_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_community_cooking_4	false	att_bld_nomad_community_cooking_4	att_bld_nomad_community_cooking_4	true
att_bld_nomad_community_market_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_community_market_2	false	att_bld_nomad_community_market_2	att_bld_nomad_community_market_2	true
att_bld_nomad_community_market_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_community_market_3	false	att_bld_nomad_community_market_3	att_bld_nomad_community_market_3	true
att_bld_nomad_community_market_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_community_market_4	false	att_bld_nomad_community_market_4	att_bld_nomad_community_market_4	true
att_bld_nomad_community_wine_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_community_wine_2	false	att_bld_nomad_community_wine_2	att_bld_nomad_community_wine_2	true
att_bld_nomad_community_wine_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_community_wine_3	false	att_bld_nomad_community_wine_3	att_bld_nomad_community_wine_3	true
att_bld_nomad_community_wine_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_community_wine_4	false	att_bld_nomad_community_wine_4	att_bld_nomad_community_wine_4	true
att_bld_nomad_herders_1					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_herders_1	false	att_bld_nomad_herders_1	att_bld_nomad_herders_1	true
att_bld_nomad_herders_cattle_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_herders_cattle_2	false	att_bld_nomad_herders_cattle_2	att_bld_nomad_herders_cattle_2	true
att_bld_nomad_herders_cattle_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_herders_cattle_3	false	att_bld_nomad_herders_cattle_3	att_bld_nomad_herders_cattle_3	true
att_bld_nomad_herders_cattle_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_herders_cattle_4	false	att_bld_nomad_herders_cattle_4	att_bld_nomad_herders_cattle_4	true
att_bld_nomad_herders_goats_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_herders_goats_2	false	att_bld_nomad_herders_goats_2	att_bld_nomad_herders_goats_2	true
att_bld_nomad_herders_goats_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_herders_goats_3	false	att_bld_nomad_herders_goats_3	att_bld_nomad_herders_goats_3	true
att_bld_nomad_herders_goats_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_herders_goats_4	false	att_bld_nomad_herders_goats_4	att_bld_nomad_herders_goats_4	true
att_bld_nomad_herders_sheep_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_herders_sheep_2	false	att_bld_all_livestock_sheep_2	att_bld_all_livestock_sheep_2	true
att_bld_nomad_herders_sheep_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_herders_sheep_3	false	att_bld_all_livestock_sheep_3	att_bld_all_livestock_sheep_3	true
att_bld_nomad_herders_sheep_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_herders_sheep_4	false	att_bld_all_livestock_sheep_4	att_bld_all_livestock_sheep_4	true
att_bld_nomad_nobility_1					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_nobility_1	false	att_bld_nomad_nobility_1	att_bld_nomad_nobility_1	true
att_bld_nomad_nobility_noblemen_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_nobility_noblemen_2	false	att_bld_nomad_nobility_noblemen_2	att_bld_nomad_nobility_noblemen_2	true
att_bld_nomad_nobility_noblemen_administrator_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_nobility_noblemen_administrator_3	false	att_bld_nomad_nobility_noblemen_administrator_3	att_bld_nomad_nobility_noblemen_administrator_3	true
att_bld_nomad_nobility_noblemen_administrator_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_nobility_noblemen_administrator_4	false	att_bld_nomad_nobility_noblemen_administrator_4	att_bld_nomad_nobility_noblemen_administrator_4	true
att_bld_nomad_nobility_noblemen_warlord_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_nobility_noblemen_warlord_3	false	att_bld_nomad_nobility_noblemen_warlord_3	att_bld_nomad_nobility_noblemen_warlord_3	true
att_bld_nomad_nobility_noblemen_warlord_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_nobility_noblemen_warlord_4	false	att_bld_nomad_nobility_noblemen_warlord_4	att_bld_nomad_nobility_noblemen_warlord_4	true
att_bld_nomad_nobility_shaman_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_nobility_shaman_2	false	att_bld_nomad_nobility_shaman_2	att_bld_nomad_nobility_shaman_2	true
att_bld_nomad_nobility_shaman_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_nobility_shaman_3	false	att_bld_nomad_nobility_shaman_3	att_bld_nomad_nobility_shaman_3	true
att_bld_nomad_nobility_shaman_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_nobility_shaman_4	false	att_bld_nomad_nobility_shaman_4	att_bld_nomad_nobility_shaman_4	true
att_bld_nomad_warriors_1					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_warriors_1	false	att_bld_nomad_warriors_1	att_bld_nomad_warriors_1	true
att_bld_nomad_warriors_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_warriors_2	false	att_bld_nomad_warriors_2	att_bld_nomad_warriors_2	true
att_bld_nomad_warriors_archers_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_warriors_archers_3	true	att_bld_nomad_warriors_archers_3	att_bld_nomad_warriors_archers_3	true
att_bld_nomad_warriors_archers_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_warriors_archers_4	true	att_bld_nomad_warriors_archers_4	att_bld_nomad_warriors_archers_4	true
att_bld_nomad_warriors_cavalry_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_warriors_cavalry_3	false	att_bld_nomad_warriors_cavalry_3	att_bld_nomad_warriors_cavalry_3	true
att_bld_nomad_warriors_cavalry_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_warriors_cavalry_4	false	att_bld_nomad_warriors_cavalry_4	att_bld_nomad_warriors_cavalry_4	true
att_bld_nomad_warriors_infantry_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_warriors_infantry_3	true	att_bld_nomad_warriors_infantry_3	att_bld_nomad_warriors_infantry_3	true
att_bld_nomad_warriors_infantry_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_nomad_warriors_infantry_4	true	att_bld_nomad_warriors_infantry_4	att_bld_nomad_warriors_infantry_4	true
att_bld_religion_arian_legendary_1					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_arian_major_1	false	att_bld_religion_arian_major_1	att_bld_religion_arian_major_1	true
att_bld_religion_arian_legendary_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_arian_major_church_2	false	att_bld_religion_arian_major_church_2	att_bld_religion_arian_major_church_2	true
att_bld_religion_arian_legendary_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_arian_major_church_3	false	att_bld_religion_arian_major_church_3	att_bld_religion_arian_major_church_3	true
att_bld_religion_arian_legendary_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_arian_major_church_4	false	att_bld_religion_arian_major_church_4	att_bld_religion_arian_major_church_4	true
att_bld_religion_arian_legendary_5					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_catholic_legendary_5	false	att_bld_religion_arian_major_church_5_legendary	att_bld_religion_arian_major_church_5_legendary	true
att_bld_religion_arian_major_1					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_arian_major_1	false	att_bld_religion_arian_major_1	att_bld_religion_arian_major_1	true
att_bld_religion_arian_major_church_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_arian_major_church_2	false	att_bld_religion_arian_major_church_2	att_bld_religion_arian_major_church_2	true
att_bld_religion_arian_major_church_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_arian_major_church_3	false	att_bld_religion_arian_major_church_3	att_bld_religion_arian_major_church_3	true
att_bld_religion_arian_major_church_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_arian_major_church_4	false	att_bld_religion_arian_major_church_4	att_bld_religion_arian_major_church_4	true
att_bld_religion_arian_major_monestary_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_arian_major_monestary_2	false	att_bld_religion_arian_major_monestary_2	att_bld_religion_arian_major_monestary_2	true
att_bld_religion_arian_major_monestary_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_arian_major_monestary_3	false	att_bld_religion_arian_major_monestary_3	att_bld_religion_arian_major_monestary_3	true
att_bld_religion_arian_major_monestary_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_arian_major_monestary_4	false	att_bld_religion_arian_major_monestary_4	att_bld_religion_arian_major_monestary_4	true
att_bld_religion_arian_minor_1					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_arian_minor_1	false	att_bld_religion_arian_minor_1	att_bld_religion_arian_minor_1	true
att_bld_religion_arian_minor_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_arian_minor_2	false	att_bld_religion_arian_minor_2	att_bld_religion_arian_minor_2	true
att_bld_religion_arian_minor_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_arian_minor_3	false	att_bld_religion_arian_minor_3	att_bld_religion_arian_minor_3	true
att_bld_religion_arian_minor_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_arian_minor_4	false	att_bld_religion_arian_minor_4	att_bld_religion_arian_minor_4	true
att_bld_religion_catholic_legendary_1					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_catholic_major_1	false	att_bld_religion_catholic_major_1	att_bld_religion_catholic_major_church_2	true
att_bld_religion_catholic_legendary_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_catholic_major_church_2	false	att_bld_religion_catholic_major_church_2	att_bld_religion_catholic_major_church_2	true
att_bld_religion_catholic_legendary_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_catholic_major_church_3	false	att_bld_religion_catholic_major_church_3	att_bld_religion_catholic_major_church_3	true
att_bld_religion_catholic_legendary_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_catholic_major_church_4	false	att_bld_religion_catholic_major_church_4	att_bld_religion_catholic_major_church_4	true
att_bld_religion_catholic_legendary_5					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_catholic_legendary_5	false	att_bld_religion_catholic_major_church_5_legendary	att_bld_religion_catholic_major_church_5_legendary	true
att_bld_religion_catholic_major_1					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_catholic_major_1	false	att_bld_religion_catholic_major_1	att_bld_religion_catholic_major_church_2	true
att_bld_religion_catholic_major_church_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_catholic_major_church_2	false	att_bld_religion_catholic_major_church_2	att_bld_religion_catholic_major_church_2	true
att_bld_religion_catholic_major_church_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_catholic_major_church_3	false	att_bld_religion_catholic_major_church_3	att_bld_religion_catholic_major_church_3	true
att_bld_religion_catholic_major_church_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_catholic_major_church_4	false	att_bld_religion_catholic_major_church_4	att_bld_religion_catholic_major_church_4	true
att_bld_religion_catholic_major_monestary_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_catholic_major_monestary_2	false	att_bld_religion_catholic_major_monestary_2	att_bld_religion_catholic_major_monestary_2	true
att_bld_religion_catholic_major_monestary_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_catholic_major_monestary_3	false	att_bld_religion_catholic_major_monestary_3	att_bld_religion_catholic_major_monestary_3	true
att_bld_religion_catholic_major_monestary_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_catholic_major_monestary_4	false	att_bld_religion_catholic_major_monestary_4	att_bld_religion_catholic_major_monestary_4	true
att_bld_religion_catholic_minor_1					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_catholic_minor_1	false	att_bld_religion_catholic_minor_1	att_bld_religion_catholic_minor_1	true
att_bld_religion_catholic_minor_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_catholic_minor_2	false	att_bld_religion_catholic_minor_2	att_bld_religion_catholic_minor_2	true
att_bld_religion_catholic_minor_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_catholic_minor_3	false	att_bld_religion_catholic_minor_3	att_bld_religion_catholic_minor_3	true
att_bld_religion_catholic_minor_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_catholic_minor_4	false	att_bld_religion_catholic_minor_4	att_bld_religion_catholic_minor_4	true
att_bld_religion_celtic_major_1					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_celtic_major_1	false	att_bld_religion_celtic_major_1	att_bld_religion_celtic_major_1	true
att_bld_religion_celtic_major_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_celtic_major_2	false	att_bld_religion_celtic_major_2	att_bld_religion_celtic_major_2	true
att_bld_religion_celtic_major_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_celtic_major_3	false	att_bld_religion_celtic_major_3	att_bld_religion_celtic_major_3	true
att_bld_religion_celtic_major_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_celtic_major_4	false	att_bld_religion_celtic_major_4	att_bld_religion_celtic_major_4	true
att_bld_religion_celtic_major_5					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_barbarian_cel_unlockable_religion	false	att_bld_religion_celtic_major_5	att_bld_religion_celtic_major_5	true
att_bld_religion_celtic_minor_1					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_celtic_minor_1	false	att_bld_religion_celtic_minor_1	att_bld_religion_celtic_minor_1	true
att_bld_religion_celtic_minor_burial_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_celtic_minor_burial_2	false	att_bld_religion_celtic_minor_burial_2	att_bld_religion_celtic_minor_burial_2	true
att_bld_religion_celtic_minor_burial_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_celtic_minor_burial_3	false	att_bld_religion_celtic_minor_burial_3	att_bld_religion_celtic_minor_burial_3	true
att_bld_religion_celtic_minor_burial_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_celtic_minor_burial_4	false	att_bld_religion_celtic_minor_burial_4	att_bld_religion_celtic_minor_burial_4	true
att_bld_religion_celtic_minor_water_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_celtic_minor_water_2	false	att_bld_religion_celtic_minor_water_2	att_bld_religion_celtic_minor_water_2	true
att_bld_religion_celtic_minor_water_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_celtic_minor_water_3	false	att_bld_religion_celtic_minor_water_3	att_bld_religion_celtic_minor_water_3	true
att_bld_religion_celtic_minor_water_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_celtic_minor_water_4	false	att_bld_religion_celtic_minor_water_4	att_bld_religion_celtic_minor_water_4	true
att_bld_religion_germanic_major_1					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_germanic_major_1	false	att_bld_religion_germanic_major_1	att_bld_religion_germanic_major_1	true
att_bld_religion_germanic_major_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_germanic_major_2	false	att_bld_religion_germanic_major_2	att_bld_religion_germanic_major_2	true
att_bld_religion_germanic_major_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_germanic_major_3	false	att_bld_religion_germanic_major_3	att_bld_religion_germanic_major_3	true
att_bld_religion_germanic_major_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_germanic_major_4	false	att_bld_religion_germanic_major_4	att_bld_religion_germanic_major_4	true
att_bld_religion_germanic_major_5	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_germanic_major_5	false	att_bld_religion_germanic_major_5	att_bld_religion_germanic_major_5	true
att_bld_religion_germanic_minor_1					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_germanic_minor_1	false	att_bld_religion_germanic_minor_1	att_bld_religion_germanic_minor_1	true
att_bld_religion_germanic_minor_burial_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_germanic_minor_burial_2	false	att_bld_religion_germanic_minor_burial_2	att_bld_religion_germanic_minor_burial_2	true
att_bld_religion_germanic_minor_burial_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_germanic_minor_burial_3	false	att_bld_religion_germanic_minor_burial_3	att_bld_religion_germanic_minor_burial_3	true
att_bld_religion_germanic_minor_burial_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_germanic_minor_burial_4	false	att_bld_religion_germanic_minor_burial_4	att_bld_religion_germanic_minor_burial_4	true
att_bld_religion_germanic_minor_grove_2	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_germanic_minor_grove_2	false	att_bld_religion_germanic_minor_grove_2	att_bld_religion_germanic_minor_grove_2	true
att_bld_religion_germanic_minor_grove_3	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_germanic_minor_grove_3	false	att_bld_religion_germanic_minor_grove_3	att_bld_religion_germanic_minor_grove_3	true
att_bld_religion_germanic_minor_grove_4	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_germanic_minor_grove_4	false	att_bld_religion_germanic_minor_grove_4	att_bld_religion_germanic_minor_grove_4	true
att_bld_religion_germanic_minor_grove_lb_legendary_5	att_cult_barbarian				campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_germanic_minor_grove_4_langobard	false	att_bld_religion_germanic_minor_grove_lb_4	att_bld_religion_germanic_minor_grove_lb	true
att_bld_religion_grecoroman_major_1					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_grecoroman_major_1	false	att_bld_religion_grecoroman_major_1	att_bld_religion_grecoroman_major_1	true
att_bld_religion_grecoroman_major_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_grecoroman_major_2	false	att_bld_religion_grecoroman_major_2	att_bld_religion_grecoroman_major_2	true
att_bld_religion_grecoroman_major_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_grecoroman_major_3	false	att_bld_religion_grecoroman_major_3	att_bld_religion_grecoroman_major_3	true
att_bld_religion_grecoroman_major_4_cult					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_grecoroman_major_4_cult	false	att_bld_religion_grecoroman_major_4_cult	att_bld_religion_grecoroman_major_4_cult	true
att_bld_religion_grecoroman_major_4_hermes					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_grecoroman_major_4_hermes	false	att_bld_religion_grecoroman_major_4_hermes	att_bld_religion_grecoroman_major_4_hermes	true
att_bld_religion_grecoroman_major_4_isis					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_grecoroman_major_4_isis	false	att_bld_religion_grecoroman_major_4_isis	att_bld_religion_grecoroman_major_4_isis	true
att_bld_religion_grecoroman_major_4_serapis					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_grecoroman_major_4_serapis	false	att_bld_religion_grecoroman_major_4_serapis	att_bld_religion_grecoroman_major_4_serapis	true
att_bld_religion_grecoroman_major_4_sol					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_grecoroman_major_4_sol	false	att_bld_religion_grecoroman_major_4_sol	att_bld_religion_grecoroman_major_4_sol	true
att_bld_religion_grecoroman_minor_1					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_grecoroman_minor_1	false	att_bld_religion_grecoroman_minor_1	att_bld_religion_grecoroman_minor_1	true
att_bld_religion_grecoroman_minor_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_grecoroman_minor_2	false	att_bld_religion_grecoroman_minor_2	att_bld_religion_grecoroman_minor_2	true
att_bld_religion_grecoroman_minor_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_grecoroman_minor_3	false	att_bld_religion_grecoroman_minor_3	att_bld_religion_grecoroman_minor_3	true
att_bld_religion_grecoroman_minor_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_grecoroman_minor_4	false	att_bld_religion_grecoroman_minor_4	att_bld_religion_grecoroman_minor_4	true
att_bld_religion_manichaeist_major_1					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_manichaeist_major_1	false	att_bld_religion_manichaeist_major_1	att_bld_religion_manichaeist_major_1	true
att_bld_religion_manichaeist_major_church_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_manichaeist_major_church_2	false	att_bld_religion_manichaeist_major_church_2	att_bld_religion_manichaeist_major_church_2	true
att_bld_religion_manichaeist_major_church_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_manichaeist_major_church_3	false	att_bld_religion_manichaeist_major_church_3	att_bld_religion_manichaeist_major_church_3	true
att_bld_religion_manichaeist_major_church_4					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_manichaeist_major_church_4	false	att_bld_religion_manichaeist_major_church_4	att_bld_religion_manichaeist_major_church_4	true
att_bld_religion_manichaeist_major_monestary_2					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_manichaeist_major_monestary_2	false	att_bld_religion_manichaeist_major_monestary_2	att_bld_religion_manichaeist_major_monestary_2	true
att_bld_religion_manichaeist_major_monestary_3					campaign_sho_castle_1_fort		PLACEHOLDER	att_bld_religion_manichaeist_major_monestary_3	false	att_bld_religion_manichaeist_major_monestary_3	att_bld_religion_manichaeist_major_monestary_3	true
