key	index	subculture	category	screen_name	screen_adjective	name_group	skin	ui_skin	is_rebel	mp_available	mp_available_naval	icons_path_units	flags_path	republican_flag_path	same_gov_type_revolution_flag_path	military_group	settler_rebellion_faction	movie_death_event	mp_use_republic_early	mp_use_republic_late	unit_regiment_name_group	ship_name_group	attack_desc	defend_desc	mp_stats_name	pre_battle_speech_parameter	can_be_regionless	senator_total	uses_legion_names	can_be_horde	use_military_force_morale	mp_force_gen_template	win_movie	voiceover_subculture	primary_colour_hex	alt_primary_colour_hex	secondary_colour_hex	alt_secondary_colour_hex	rebel_colour_hex	uniform_colour_hex	alt_uniform_colour_hex	card_colour_hex
att_fact_separatist_arabian	2041790277	att_sub_cult_eastern_desert	playable	Arabian Separatists	Arabian	121	eastern		false	false	false	data\ui\	data\ui\flags\ArabianSeparatists	data\ui\flags\	data\ui\flags\	att_des_arabic	att_faction_false		false	false	121	121	You are attacking Arabian Separatists!	You are defending against Arabian Separatists!		PBS_PARAMETER_UNUSED	true	150	false	false	false	default		att_sub_cult_eastern_desert	9D6420	000000	000000	000000	000000	000000	000000	EBD254
att_fact_separatist_axum	2041790553	att_sub_cult_eastern_desert	playable	Aksumite Separatists	Aksum	162	eastern		false	false	false	data\ui\	data\ui\flags\AxumSeparatists	data\ui\flags\	data\ui\flags\	att_des_aksum	att_faction_false		false	false	121	121	You are attacking Aksumite Separatists!	You are defending against Aksumite Separatists!		PBS_PARAMETER_UNUSED	true	150	false	false	true	default		att_sub_cult_eastern_desert	211F1F	E9C482	51180F	000000	000000	000000	000000	FFCA8E
att_fact_separatist_burgundii	2041790355	att_sub_cult_barbarian_germanic_west	playable	Burgundian Separatists	Burgundian	92	barbarian		false	false	false	data\ui\	data\ui\flags\BurgundiSeparatists	data\ui\flags\	data\ui\flags\	att_ger_core	att_faction_false		false	false	92	92	You are attacking Burgundian Separatists!	You are defending against Burgundian Separatists!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_barbarian_germanic_west	967832	000000	000000	000000	000000	000000	000000	967896
att_fact_separatist_caucasian	2041790275	att_sub_cult_eastern_caucasian	playable	Caucasian Separatists	Caucasian	122	eastern		false	false	false	data\ui\	data\ui\flags\CaucasianSeparatists	data\ui\flags\	data\ui\flags\	rex_east_armenia	att_faction_false		false	false	122	122	You are attacking Caucasian Separatists!	You are defending against Caucasian Separatists!		PBS_PARAMETER_UNUSED	true	1200	false	false	false	default		att_sub_cult_eastern_caucasian	965F30	000000	000000	000000	000000	000000	000000	77B559
att_fact_separatist_celtic	2041790276	att_sub_cult_barbarian_germanic_west	playable	Celtic Separatists	Celtic	108	barbarian		false	false	false	data\ui\	data\ui\flags\CelticSeparatists	data\ui\flags\	data\ui\flags\	att_cel_ebdani	att_faction_false		false	false	108	108	You are attacking Celtic Separatists!	You are defending against Celtic Separatists!		PBS_PARAMETER_UNUSED	true	1200	false	true	false	default		att_sub_cult_barbarian_celtic	80643E	000000	000000	000000	000000	000000	000000	CA9518
att_fact_separatist_dani	2041790308	att_sub_cult_barbarian_germanic_north	playable	Danish Separatists	Dane	111	barbarian		false	false	false	data\ui\	data\ui\flags\DaneSeparatists	data\ui\flags\	data\ui\flags\	att_ger_core	att_faction_false		false	false	111	111	You are attacking Danish Separatists!	You are defending against Danish Separatists!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_barbarian_germanic_north	3E5863	000000	000000	000000	000000	000000	000000	A0F277
att_fact_separatist_ebdani	2041790365	att_sub_cult_barbarian_celtic	playable	Ebdanian Separatists	Ebdanian	108	barbarian		false	false	false	data\ui\	data\ui\flags\EbdaniSeparatists	data\ui\flags\	data\ui\flags\	att_cel_ebdani	att_faction_false		false	false	108	108	You are attacking the Ebdanians!	You are defending against the Ebdanians!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_barbarian_celtic	4D0000	000000	000000	000000	000000	000000	000000	957B74
att_fact_separatist_frankish	2041790272	att_sub_cult_barbarian_germanic_west	playable	Frankish Separatists	Frankish	92	barbarian		false	false	false	data\ui\	data\ui\flags\FrankishSeparatists	data\ui\flags\	data\ui\flags\	att_ger_franks	att_faction_false		false	false	92	92	You are attacking Frankish Separatists!	You are defending against Frankish Separatists!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_barbarian_germanic_west	C88F51	000000	000000	000000	000000	000000	000000	67661F
att_fact_separatist_garamantes	2041791031	att_sub_cult_eastern_desert	playable	Garamantian Separatists	Garamantian	121	eastern		false	false	false	data\ui\	data\ui\flags\Garamantes_sep	data\ui\flags\	data\ui\flags\	att_des_garam			false	false	121	121	You are attacking Garamantian Separatists!	You are defending against Garamantian Separatists!		PBS_PARAMETER_UNUSED	true	150	false	false	true	default		att_sub_cult_eastern_desert	E1E782	000000	000000	000000	000000	000000	000000	82E1E7
att_fact_separatist_gaut	2041790212	att_sub_cult_barbarian_germanic_north	playable	Geat Separatists	Geat	111	barbarian		false	false	false	data\ui\	data\ui\flags\GautSeparatists	data\ui\flags\	data\ui\flags\	att_nor_geats	att_faction_false		false	false	111	111	You are attacking Geat Separatists!	You are defending against Geat Separatists!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_barbarian_germanic_north	AC9D69	000000	000000	000000	000000	000000	000000	A0F277
att_fact_separatist_himyar	2041790562	att_sub_cult_eastern_desert	playable	Himyarite Separatists	Himyarite	116	eastern		false	false	false	data\ui\	data\ui\flags\HimyarSeparatists	data\ui\flags\	data\ui\flags\	att_des_himyar	att_faction_false		false	false	121	121	You are attacking Himyarite Separatists!	You are defending against Himyarite Separatists!		PBS_PARAMETER_UNUSED	true	150	false	false	true	default		att_sub_cult_eastern_desert	C6AA63	1D1D1D	3B1500	000000	000000	000000	000000	858585
att_fact_separatist_iuti	2041790303	att_sub_cult_barbarian_germanic_north	playable	Jute Separatists	Jute	111	barbarian		false	false	false	data\ui\	data\ui\flags\JuteSeparatists	data\ui\flags\	data\ui\flags\	att_ger_core	att_faction_false		false	false	111	111	You are attacking Jute Separatists!	You are defending against Jute Separatists!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_barbarian_germanic_north	CEBC63	000000	000000	000000	000000	000000	000000	A0F277
att_fact_separatist_lakhmids	2041790561	att_sub_cult_eastern_desert	playable	Lakhmid Separatists	Lakhmid	116	eastern		false	false	false	data\ui\	data\ui\flags\LakhmidsSeparatists	data\ui\flags\	data\ui\flags\	att_des_lahkmids	att_faction_false		false	false	121	121	You are attacking Lakhmid Separatists!	You are defending against Lakhmids Separatists!		PBS_PARAMETER_UNUSED	true	150	false	false	true	default		att_sub_cult_eastern_desert	59104F	043564	033A5A	000000	000000	000000	000000	FFCA8E
att_fact_separatist_langobardi	2041790345	att_sub_cult_barbarian_germanic_west	playable	Langobard Separatists	Langobard	92	barbarian		false	false	false	data\ui\	data\ui\flags\LangobardiSeparatists	data\ui\flags\	data\ui\flags\	att_ger_core	att_faction_false		false	false	92	92	You are attacking Langobard Separatists!	You are defending against Langobard Separatists!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_barbarian_germanic_west	967832	000000	000000	000000	000000	000000	000000	967896
att_fact_separatist_nordic	2041790284	att_sub_cult_barbarian_germanic_north	playable	Nordic Separatists	Nordic	111	barbarian		false	false	false	data\ui\	data\ui\flags\NorseSeparatists	data\ui\flags\	data\ui\flags\	att_ger_core	att_faction_false		false	false	111	111	You are attacking Nordic Separatists!	You are defending against Nordic Separatists!		PBS_PARAMETER_UNUSED	true	150	false	true	false	default		att_sub_cult_barbarian_germanic_north	3C617A	000000	000000	000000	000000	000000	000000	3F3F60
att_fact_separatist_picti	2041790367	att_sub_cult_barbarian_celtic	playable	Pictish Separatists	Pictish	108	barbarian		false	false	false	data\ui\	data\ui\flags\PictiSeparatists	data\ui\flags\	data\ui\flags\	att_cel_picts	att_faction_false		false	false	108	108	You are attacking the Picts!	You are defending against the Picts!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_barbarian_celtic	533339	000000	000000	000000	000000	000000	000000	827B00
att_fact_separatist_sarmatian	2041790285	att_sub_cult_nomadic_sarmatian	playable	Sarmatian Separatists	Sarmatian	149	barbarian		false	false	false	data\ui\	data\ui\flags\SarmatianSeparatists	data\ui\flags\	data\ui\flags\	rex_ger_roxolani	att_faction_false		false	false	149	149	You are attacking Sarmatian Separatists!	You are defending against Sarmatian Separatists!		PBS_PARAMETER_UNUSED	true	1200	false	true	false	default		att_sub_cult_nomadic_sarmatian	464640	000000	000000	000000	000000	000000	000000	B2A39E
att_fact_separatist_saxon	2041790256	att_sub_cult_barbarian_germanic_west	playable	Saxon Separatists	Saxon	158	barbarian		false	false	false	data\ui\	data\ui\flags\SaxonSeparatists	data\ui\flags\	data\ui\flags\	att_nor_saxons	att_faction_false		false	false	158	158	You are attacking Saxon Separatists!	You are defending against Saxon Separatists!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_barbarian_germanic_north	C8A240	000000	000000	000000	000000	000000	000000	8D0D04
att_fact_separatist_sclaveni	2041791029	att_sub_cult_barbarian_germanic_east	playable	Sclavenian Separatists	Sclavenian	265	barbarian		false	false	false	data\ui\	data\ui\flags\Sclavene_sep	data\ui\flags\	data\ui\flags\	att_slav_venedi			false	false	155	155	You are attacking Sclavenian Separatists!	You are defending against Sclavenian Separatists!		PBS_PARAMETER_UNUSED	true	500	false	true	true	default		att_sub_cult_barbarian_germanic_east	3C5A3C	000000	000000	000000	000000	000000	000000	3C3C5A
att_fact_separatist_suebi	2041790544	att_sub_cult_barbarian_germanic_west	playable	Suebian Separatists	Suebic	92	barbarian		false	false	false	data\ui\	data\ui\flags\Suebi	data\ui\flags\	data\ui\flags\	att_ger_suebi	att_faction_false		false	false	92	92	You are attacking the Suebian Seperatists!	You are defending against Suebian Separatists!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_barbarian_germanic_west	405735	000000	000000	000000	000000	000000	000000	732A0B
att_fact_separatist_tanukhid	2041790570	att_sub_cult_eastern_desert	playable	Tanukhid Separatists	Tanukhid	116	eastern		false	false	false	data\ui\	data\ui\flags\TanukhidsSeparatists	data\ui\flags\	data\ui\flags\	att_des_tanukhids	att_faction_false	1016	false	false	121	121	You are attacking Tanukhid Separatists!	You are defending against Himyarite Separatists!		PBS_PARAMETER_UNUSED	true	150	false	false	true	default		att_sub_cult_eastern_desert	DFCAA6	36464C	700000	000000	000000	000000	000000	858585
att_fact_separatist_vandalic	2041790263	att_sub_cult_barbarian_germanic_east	playable	Vandalic Separatists	Vandalic	155	barbarian		false	false	false	data\ui\	data\ui\flags\VandilicSeparatists	data\ui\flags\	data\ui\flags\	att_ger_vandals	att_faction_false		false	false	92	92	You are attacking Vandalic Separatists!	You are defending against Vandalic Separatists!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_barbarian_germanic_east	BDDAE8	000000	000000	000000	000000	000000	000000	EEE19D
att_fact_separatist_venedi	2041791030	att_sub_cult_barbarian_germanic_east	playable	Venedian Separatists	Venedians	265	barbarian		false	false	false	data\ui\	data\ui\flags\Venethi_sep	data\ui\flags\	data\ui\flags\	att_slav_venedi			false	false	155	155	You are attacking Venedian Separatists!	You are defending against Venedian Separatists!		PBS_PARAMETER_UNUSED	true	500	false	true	true	default		att_sub_cult_barbarian_germanic_east	487961	000000	000000	000000	000000	000000	000000	614879
att_fact_separatist_votadini	2041790375	att_sub_cult_barbarian_celtic	playable	Caledonian Separatists	Caledonian	108	barbarian		false	false	false	data\ui\	data\ui\flags\VotadiniSeparatists	data\ui\flags\	data\ui\flags\	att_cel_caledones	att_faction_false		false	false	108	108	You are attacking the Caledonians!	You are defending against the Caledonians!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	att_mp_force_gen_caledonians		att_sub_cult_barbarian_celtic	254453	000000	000000	000000	000000	000000	000000	CA9518
att_fact_separatist_white_huns	2041790972	att_sub_cult_nomadic_hunnic	playable	White Hun Separatists	Hunnic	132	nomadic		false	false	false	data\ui\	data\ui\flags\WhiteHuns	data\ui\flags\	data\ui\flags\	att_nom_core	att_faction_false		false	false	132	132	You are attacking White Hun Separatists!	You are defending against White Hun Separatists!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_nomadic_hunnic	000000	000000	000000	000000	000000	000000	000000	000000
att_fact_suebi	2041790260	att_sub_cult_barbarian_germanic_west	playable	Suebians	Suebic	92	barbarian		false	true	true	data\ui\	data\ui\flags\Suebi	data\ui\flags\	data\ui\flags\	att_ger_suebi	att_faction_false		false	false	92	92	You are attacking the Suebians!	You are defending against the Suebians!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default	att_barbarian_win	att_sub_cult_barbarian_germanic_west	405735	000000	000000	000000	000000	000000	000000	732A0B
att_fact_tanukhids	2041790548	att_sub_cult_eastern_desert	playable	Tanukhids	Tanukhid	116	eastern		false	true	true	data\ui\	data\ui\flags\Tanukhids	data\ui\flags\	data\ui\flags\	att_des_tanukhids	att_faction_false	1016	false	false	116	116	You are attacking the Tanukhids!	You are defending against the Tanukhids!		PBS_PARAMETER_UNUSED	true	150	false	true	true	default	att_sands_win	att_sub_cult_eastern_desert	700000	31424A	DFCAA6	000000	000000	000000	000000	8FB299
att_fact_thuringi	2041790261	att_sub_cult_barbarian_germanic_west	playable	Thuringians	Thuringian	92	barbarian		false	false	false	data\ui\	data\ui\flags\Thuringi	data\ui\flags\	data\ui\flags\	att_ger_suebi	att_faction_false		false	false	92	92	You are attacking the Thuringians!	You are defending against the Thuringians!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_barbarian_germanic_west	627D1D	000000	000000	000000	000000	000000	000000	CCA9A0
att_fact_varini	2041790264	att_sub_cult_barbarian_germanic_west	playable	Varinians	Varinian	92	barbarian		false	false	false	data\ui\	data\ui\flags\Varini	data\ui\flags\	data\ui\flags\	att_ger_core	att_faction_false		false	false	92	92	You are attacking the Varinians!	You are defending against the Varinians!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default		att_sub_cult_barbarian_germanic_west	BBD28A	000000	000000	000000	000000	000000	000000	915F0F
att_fact_votadini	2041790267	att_sub_cult_barbarian_celtic	playable	Caledonians	Caledonian	108	barbarian		false	true	true	data\ui\	data\ui\flags\Votadini	data\ui\flags\	data\ui\flags\	att_cel_caledones	att_faction_false		false	false	108	108	You are attacking the Caledonians!	You are defending against the Caledonians!		PBS_PARAMETER_UNUSED	true	1200	false	true	true	default	att_barbarian_win	att_sub_cult_barbarian_celtic	88AAD2	000000	000000	000000	000000	000000	000000	CA9518
bel_fact_basques	2041790482	bel_sub_cult_roman	playable	Basques	Basque	108	barbarian		false	false	false	data\ui\	data\ui\flags\Basques	data\ui\flags\	data\ui\flags\	att_ger_core	att_faction_false		false	false	108	108	You are attacking the Basques!	You are defending against the Basques!		PBS_PARAMETER_UNUSED	true	1200	false	false	true	default		att_sub_cult_barbarian_germanic_east	807264	000000	000000	000000	000000	000000	000000	807264
bel_fact_berberi	2041790480	att_sub_cult_eastern_desert	playable	Berbers	Berber	121	eastern		false	false	false	data\ui\	data\ui\flags\Berbers	data\ui\flags\	data\ui\flags\	att_des_desert	att_faction_false		false	false	121	121	You are attacking the Berbers!	You are defending against the Berbers!		PBS_PARAMETER_UNUSED	true	150	false	false	true	default		att_sub_cult_eastern_desert	4E4E4E	000000	000000	000000	000000	000000	000000	4E4E4E
bel_fact_bretoni	2041790460	bel_sub_cult_roman	playable	Bretons	Bretonic	108	barbarian		false	false	false	data\ui\	data\ui\flags\Bretons	data\ui\flags\	data\ui\flags\	att_ger_core	att_faction_false		false	false	108	108	You are attacking the Bretons!	You are defending against the Bretons!		PBS_PARAMETER_UNUSED	true	1200	false	false	true	default		att_sub_cult_barbarian_germanic_east	8FB3B9	000000	000000	000000	000000	000000	000000	8FB3B9
bel_fact_burgundii	2041790483	bel_sub_cult_roman	playable	Burgundians	Burgundian	92	barbarian		false	false	false	data\ui\	data\ui\flags\Burgundi_np	data\ui\flags\	data\ui\flags\	att_ger_core	att_faction_false		false	false	92	92	You are attacking the Burgundians!	You are defending against the Burgundians!		PBS_PARAMETER_UNUSED	true	1200	false	false	true	default		att_sub_cult_barbarian_germanic_east	7B9D5E	000000	000000	000000	000000	000000	000000	A93907
bel_fact_byzantine_empire	2041790419	att_sub_cult_roman_east	playable	Roman Empire	unused	180	default		false	false	false	data\ui\	data\ui\flags\EasternRomanEmpire	data\ui\flags\	data\ui\flags\	bel_roman			false	false	133	133	You are attacking the Roman Empire!	You are defending against the Roman Empire!		PBS_PARAMETER_UNUSED	false	500	true	false	true	att_mp_force_gen_rome_eastern		att_sub_cult_roman_east	803267	000000	000000	000000	000000	000000	000000	664036
bel_fact_byzantine_expedition	2041790382	bel_sub_cult_roman	playable	Roman Expedition	unused	180	default		false	false	false	data\ui\	data\ui\flags\RomanExpedition	data\ui\flags\	data\ui\flags\	bel_roman			false	false	133	133	You are attacking the Roman Expedition!	You are defending against the Roman Expedition!		PBS_PARAMETER_UNUSED	true	500	false	true	true	att_mp_force_gen_rome_eastern	belisarius_generic_win_belisarius	bel_sub_cult_roman	A04006	000000	EAD709	000000	000000	000000	000000	A04006
bel_fact_franci	2041790405	bel_sub_cult_roman	playable	Frankish Kingdom	unused	92	barbarian		false	false	false	data\ui\	data\ui\flags\Franci	data\ui\flags\	data\ui\flags\	att_ger_franks			false	false	92	92	You are attacking the Franks!	You are defending against the Franks!		PBS_PARAMETER_UNUSED	true	1200	false	false	true	att_mp_force_gen_franks	belisarius_generic_win_franks	att_sub_cult_barbarian_germanic_east	5A7133	000000	000000	000000	000000	000000	000000	67661F
bel_fact_lombardi	2041790410	bel_sub_cult_roman	playable	Langobards	unused	92	barbarian		false	false	false	data\ui\	data\ui\flags\Langobardi_np	data\ui\flags\	data\ui\flags\	att_ger_suebi			false	false	92	92	You are attacking the Langobards!	You are defending against the Langobards!		PBS_PARAMETER_UNUSED	true	1200	false	false	true	att_mp_force_gen_langobards		att_sub_cult_barbarian_germanic_east	46606B	000000	000000	000000	000000	000000	000000	85251C
bel_fact_mauri	2041790429	att_sub_cult_eastern_desert	playable	Moors	unused	121	eastern		false	false	false	data\ui\	data\ui\flags\Mauri	data\ui\flags\	data\ui\flags\	att_des_desert			false	false	121	121	You are attacking the Moors!	You are defending against the Moors!		PBS_PARAMETER_UNUSED	true	150	false	false	true	default		att_sub_cult_eastern_desert	A7711C	000000	000000	000000	000000	000000	000000	4A8858
bel_fact_ostrogothi	2041790399	bel_sub_cult_roman	playable	Ostrogothic Kingdom	unused	155	barbarian		false	false	false	data\ui\	data\ui\flags\Ostrogothi	data\ui\flags\	data\ui\flags\	bel_ostrogoth			false	false	155	155	You are attacking the Ostrogoths!	You are defending against the Ostrogoths!		PBS_PARAMETER_UNUSED	true	1200	false	false	true	att_mp_force_gen_ostrogoths	belisarius_generic_win_ostrogoth	att_sub_cult_barbarian_germanic_east	444E6C	000000	000000	000000	000000	000000	000000	938704
bel_fact_rebel_african	2041790525	att_sub_cult_eastern_desert	playable	African Rebels	African	121	eastern		true	false	false	data\ui\	data\ui\flags\Rebels_African	data\ui\flags\	data\ui\flags\	att_des_desert	att_faction_false		false	false	121	121	You are attacking African Rebels!	You are defending against African Rebels!		PBS_PARAMETER_UNUSED	true	150	false	false	false	default		att_sub_cult_eastern_desert	5B5B5B	000000	000000	000000	000000	000000	000000	EBD254
bel_fact_rebel_german	2041790526	bel_sub_cult_roman	playable	Germanic Rebels	Germanic	155	barbarian		true	false	false	data\ui\	data\ui\flags\Rebels_Germanic_East	data\ui\flags\	data\ui\flags\	att_ger_core	att_faction_false		false	false	92	92	You are attacking Eastern Germanic Rebels!	You are defending against Eastern Germanic Rebels!		PBS_PARAMETER_UNUSED	true	1200	false	true	false	default		att_sub_cult_barbarian_germanic_east	5B5B5B	000000	000000	000000	000000	000000	000000	797709
bel_fact_rebel_roman	2041790536	bel_sub_cult_roman	playable	Roman Rebels	Western Roman	133	default		true	false	false	data\ui\	data\ui\flags\Rebels_WestRoman	data\ui\flags\	data\ui\flags\	att_rom_core	att_faction_false		false	false	133	133	You are attacking Western Roman Rebels!	You are defending against Western Roman Rebels!		PBS_PARAMETER_UNUSED	true	500	false	false	false	default		att_sub_cult_roman_west	5B5B5B	000000	000000	000000	000000	000000	000000	163307
bel_fact_sardinii	2041790400	bel_sub_cult_roman	playable	Sardinians	unused	155	default		false	false	false	data\ui\	data\ui\flags\Sardinians	data\ui\flags\	data\ui\flags\	bel_vandal			false	false	133	133	You are attacking the Sardinians!	You are defending against the Sardinians!		PBS_PARAMETER_UNUSED	true	500	false	false	true	att_mp_force_gen_rome_western		att_sub_cult_barbarian_germanic_east	467573	000000	000000	000000	000000	000000	000000	467573
bel_fact_separatist_byzantine_expedition	2041790438	bel_sub_cult_roman	playable	Roman Expedition Separatists	unused	180	default		false	false	false	data\ui\	data\ui\flags\RomanExpedition_sep	data\ui\flags\	data\ui\flags\	bel_roman			false	false	133	133	You are attacking Roman Expedition Separatists!	You are defending against Roman Expedition Separatists!		PBS_PARAMETER_UNUSED	true	500	false	false	true	default		bel_sub_cult_roman	3F2E41	000000	000000	000000	000000	000000	000000	3F2E41
bel_fact_separatist_eastern	2041790521	bel_sub_cult_roman	playable	Eastern Separatists	Eastern Roman	133	default		false	false	false	data\ui\	data\ui\flags\EasternRomanSeparatists	data\ui\flags\	data\ui\flags\	bel_roman	att_faction_false		false	false	133	133	You are attacking Eastern Roman Separatists!	You are defending against Eastern Roman Separatists!		PBS_PARAMETER_UNUSED	true	500	false	false	true	default		bel_sub_cult_roman	3D5675	000000	000000	000000	000000	000000	000000	664036
bel_fact_separatist_frankish	2041790494	bel_sub_cult_roman	playable	Frankish Separatists	Frankish	92	barbarian		false	false	false	data\ui\	data\ui\flags\FrankishSeparatists	data\ui\flags\	data\ui\flags\	att_ger_franks	att_faction_false		false	false	92	92	You are attacking Frankish Separatists!	You are defending against Frankish Separatists!		PBS_PARAMETER_UNUSED	true	1200	false	false	true	default		att_sub_cult_barbarian_germanic_east	C88F51	000000	000000	000000	000000	000000	000000	67661F
bel_fact_separatist_ostrogothi	2041790448	bel_sub_cult_roman	playable	Ostrogothic Separatists	unused	155	barbarian		false	false	false	data\ui\	data\ui\flags\OstrogothicSeparatists	data\ui\flags\	data\ui\flags\	bel_ostrogoth		0	false	false	92	92	You are attacking Ostrogothic Separatists!	You are defending against Ostrogothic Separatists!		PBS_PARAMETER_UNUSED	true	1200	false	false	true	default		att_sub_cult_barbarian_germanic_east	CCD8F2	000000	000000	000000	000000	000000	000000	938704
bel_fact_separatist_vandalic	2041790446	bel_sub_cult_roman	playable	Vandalic Separatists	unused	155	barbarian		false	false	false	data\ui\	data\ui\flags\VandilicSeparatists	data\ui\flags\	data\ui\flags\	bel_vandal			false	false	92	92	You are attacking Vandalic Separatists!	You are defending against Vandalic Separatists!		PBS_PARAMETER_UNUSED	true	1200	false	false	true	default		att_sub_cult_barbarian_germanic_east	BDDAE8	000000	000000	000000	000000	000000	000000	EEE19D
bel_fact_separatist_visigothic	2041790491	bel_sub_cult_roman	playable	Visigothic Separatists	Visigothic	155	barbarian		false	false	false	data\ui\	data\ui\flags\VisigothicSeparatists	data\ui\flags\	data\ui\flags\	att_ger_ostrogoths	att_faction_false		false	false	92	92	You are attacking Visigothic Separatists!	You are defending against Visigothic Separatists!		PBS_PARAMETER_UNUSED	true	1200	false	false	true	default		att_sub_cult_barbarian_germanic_east	A4A093	000000	000000	000000	000000	000000	000000	4A4A4A
bel_fact_separatist_western	2041790515	bel_sub_cult_roman	playable	Western Separatists	Germanic	92	barbarian		false	false	false	data\ui\	data\ui\flags\WestGermanicSeparatists	data\ui\flags\	data\ui\flags\	att_ger_core	att_faction_false		false	false	92	92	You are attacking Western Germanic Separatists!	You are defending against Western Germanic Separatists!		PBS_PARAMETER_UNUSED	true	1200	false	false	false	default		att_sub_cult_barbarian_germanic_east	5A7133	000000	000000	000000	000000	000000	000000	E6D8CB
bel_fact_suebi	2041790469	bel_sub_cult_roman	playable	Suebians	Suebic	92	barbarian		false	false	false	data\ui\	data\ui\flags\Suebi	data\ui\flags\	data\ui\flags\	att_ger_suebi	att_faction_false		false	false	92	92	You are attacking the Suebians!	You are defending against the Suebians!		PBS_PARAMETER_UNUSED	true	1200	false	false	true	default		att_sub_cult_barbarian_germanic_east	405735	000000	000000	000000	000000	000000	000000	732A0B
bel_fact_vandali	2041790391	bel_sub_cult_roman	playable	Vandalic Kingdom	unused	155	barbarian		false	false	false	data\ui\	data\ui\flags\Vandali	data\ui\flags\	data\ui\flags\	bel_vandal			false	false	92	92	You are attacking the Vandals!	You are defending against the Vandals!		PBS_PARAMETER_UNUSED	true	1200	false	false	true	att_mp_force_gen_vandals	belisarius_generic_win_vandals	att_sub_cult_barbarian_germanic_east	4F634F	000000	000000	000000	000000	000000	000000	EEE19D
bel_fact_visigothi	2041790479	bel_sub_cult_roman	playable	Visigothic Kingdom	Visigothic	92	barbarian		false	false	false	data\ui\	data\ui\flags\Visigothi	data\ui\flags\	data\ui\flags\	att_ger_ostrogoths	att_faction_false		false	false	92	92	You are attacking the Visigoths!	You are defending against the Visigoths!		PBS_PARAMETER_UNUSED	true	1200	false	false	true	default	belisarius_generic_win_visigoth	att_sub_cult_barbarian_germanic_east	6A5C4C	000000	000000	000000	000000	000000	000000	4A4A4A
cha_fact_ailech	2041790695	att_sub_cult_barbarian_celtic	playable	Kingdom of Ailech	Ailech	203	charlemagne	charlemagne	false	false	false	data\ui\	data\ui\flags\Ailech	data\ui\flags\	data\ui\flags\	cha_irish		0	false	false	92	92	You are attacking the Kingdom of Ailech!	You are defending against the Kingdom of Ailech!		PBS_PARAMETER_UNUSED	true	500	false	false	true	att_mp_force_gen_franks		att_sub_cult_barbarian_celtic	B4C7D6	000000	000000	000000	000000	000000	000000	B4C7D6
cha_fact_alemannia	2041790624	bel_sub_cult_roman	playable	Duchy of Alemannia	Alemannian	198	charlemagne	charlemagne	false	false	false	data\ui\	data\ui\flags\Alemannia	data\ui\flags\	data\ui\flags\	cha_christian		0	false	false	92	92	You are attacking the Duchy of Alemannia!	You are defending against the Duchy of Alemannia!		PBS_PARAMETER_UNUSED	true	500	false	false	true	att_mp_force_gen_franks		bel_sub_cult_roman	789263	000000	000000	000000	000000	000000	000000	789263
cha_fact_alt_clut	2041790698	att_sub_cult_barbarian_celtic	playable	Kingdom of Alt Clut	Alt Clut	262	charlemagne	charlemagne	false	false	false	data\ui\	data\ui\flags\Alt_Clut	data\ui\flags\	data\ui\flags\	cha_welsh		0	false	false	92	92	You are attacking the Kingdom of Alt Clut!	You are defending against the Kingdom of Alt Clut!		PBS_PARAMETER_UNUSED	true	500	false	false	true	att_mp_force_gen_franks		att_sub_cult_barbarian_celtic	25354C	000000	000000	000000	000000	000000	000000	25354C
cha_fact_angrians	2041790613	att_sub_cult_barbarian_germanic_north	playable	Angria	Angrain	191	charlemagne	charlemagne	false	false	false	data\ui\	data\ui\flags\Angria	data\ui\flags\	data\ui\flags\	cha_saxon		0	false	false	92	92	You are attacking Angria!	You are defending against Angria!		PBS_PARAMETER_UNUSED	true	500	false	false	true	att_mp_force_gen_franks		att_sub_cult_barbarian_germanic_north	FEF8BC	000000	000000	000000	000000	000000	000000	FEF8BC
